Symbol,avg_score,count,sub_cate,yearquarter
654,0.04938449526736091,1294,灵活配置型基金,2019H1
656,0.03045454871108468,303,被动指数型基金,2019H1
663,0.06963252379120664,1294,灵活配置型基金,2019H1
664,0.056101970031995636,1294,灵活配置型基金,2019H1
679,0.049881830163254294,1294,灵活配置型基金,2019H1
684,0.02848566528914421,1294,灵活配置型基金,2019H1
688,0.08399807406556707,285,普通股票型基金,2019H1
689,0.04687849848896082,1294,灵活配置型基金,2019H1
690,0.06463121374676048,1294,灵活配置型基金,2019H1
696,0.07766245350873772,285,普通股票型基金,2019H1
697,0.04548429622429239,285,普通股票型基金,2019H1
698,0.05175031983832302,1294,灵活配置型基金,2019H1
706,0.027620731419399386,1294,灵活配置型基金,2019H1
711,0.06582143723049702,285,普通股票型基金,2019H1
714,0.030779155291496493,1294,灵活配置型基金,2019H1
717,0.03245491105439662,1294,灵活配置型基金,2019H1
727,0.03014361844693163,1294,灵活配置型基金,2019H1
729,0.09112278297216742,285,普通股票型基金,2019H1
739,0.05804405318770317,1294,灵活配置型基金,2019H1
742,0.049439069223367035,1294,灵活配置型基金,2019H1
743,0.06834248038781789,1294,灵活配置型基金,2019H1
746,0.07709475821619359,285,普通股票型基金,2019H1
747,0.060796550746441747,1294,灵活配置型基金,2019H1
751,0.07770494849077961,285,普通股票型基金,2019H1
755,0.05397169286143347,1294,灵活配置型基金,2019H1
756,0.09150294738315173,285,普通股票型基金,2019H1
757,0.08323123712239097,1294,灵活配置型基金,2019H1
761,0.05637659875945624,285,普通股票型基金,2019H1
763,0.07833209428687934,1294,灵活配置型基金,2019H1
767,0.09183403503742976,1294,灵活配置型基金,2019H1
772,0.03799201630849755,1294,灵活配置型基金,2019H1
778,0.043612730151385413,285,普通股票型基金,2019H1
780,0.03473620341371806,285,普通股票型基金,2019H1
788,0.03608857238014498,1294,灵活配置型基金,2019H1
793,0.0694043953472078,285,普通股票型基金,2019H1
794,0.05075118733264812,1294,灵活配置型基金,2019H1
800,0.040297427024364854,586,偏股混合型基金,2019H1
803,0.07583035087833798,285,普通股票型基金,2019H1
804,0.10575641565926511,157,偏债混合型基金,2019H1
805,0.09788193644587251,1294,灵活配置型基金,2019H1
822,0.07585442063678087,1294,灵活配置型基金,2019H1
823,0.05506799083942229,1294,灵活配置型基金,2019H1
824,0.04698695303959309,1294,灵活配置型基金,2019H1
826,0.0425562721265252,303,被动指数型基金,2019H1
831,0.07421472175496119,285,普通股票型基金,2019H1
835,0.05620938822590179,303,被动指数型基金,2019H1
841,0.04153327963784026,1294,灵活配置型基金,2019H1
845,0.05987804909499424,1294,灵活配置型基金,2019H1
849,0.061216076704280455,1294,灵活配置型基金,2019H1
854,0.04245841232896369,285,普通股票型基金,2019H1
866,0.05719454530932887,285,普通股票型基金,2019H1
867,0.058105083675891636,285,普通股票型基金,2019H1
870,0.07596706460603225,1294,灵活配置型基金,2019H1
878,0.03496887668684931,1294,灵活配置型基金,2019H1
880,0.029330932087450415,1294,灵活配置型基金,2019H1
884,0.039040348249469156,285,普通股票型基金,2019H1
892,0.031935445537540144,1294,灵活配置型基金,2019H1
893,0.05406431875175285,285,普通股票型基金,2019H1
894,0.10457714748491713,157,偏债混合型基金,2019H1
904,0.06287204628654462,1294,灵活配置型基金,2019H1
913,0.020815763222829704,285,普通股票型基金,2019H1
916,0.04565601666261879,285,普通股票型基金,2019H1
924,0.032593646207890875,1294,灵活配置型基金,2019H1
925,0.0704132178157012,285,普通股票型基金,2019H1
926,0.03234311540602447,1294,灵活配置型基金,2019H1
928,0.08075095064055683,1294,灵活配置型基金,2019H1
932,0.11025351221868941,157,偏债混合型基金,2019H1
935,0.06550808984302613,1294,灵活配置型基金,2019H1
936,0.05066135239595229,1294,灵活配置型基金,2019H1
939,0.09934678422830494,1294,灵活配置型基金,2019H1
940,0.05534164480078895,586,偏股混合型基金,2019H1
942,0.07825401902702869,303,被动指数型基金,2019H1
945,0.03197177806526376,1294,灵活配置型基金,2019H1
948,0.08770072178011479,303,被动指数型基金,2019H1
950,0.11038162985281774,303,被动指数型基金,2019H1
953,0.07561078586343382,1294,灵活配置型基金,2019H1
955,0.05391368627948519,285,普通股票型基金,2019H1
960,0.054187832987181016,285,普通股票型基金,2019H1
961,0.13582987344759226,303,被动指数型基金,2019H1
962,0.13582987344759226,303,被动指数型基金,2019H1
963,0.051618608668406195,1294,灵活配置型基金,2019H1
965,0.061269531517572424,586,偏股混合型基金,2019H1
966,0.03625426568085558,1294,灵活配置型基金,2019H1
968,0.12984018388631513,303,被动指数型基金,2019H1
969,0.04709719100532422,1294,灵活配置型基金,2019H1
970,0.03930260767822078,1294,灵活配置型基金,2019H1
971,0.046985638385083024,285,普通股票型基金,2019H1
972,0.04855784168714326,1294,灵活配置型基金,2019H1
974,0.059326550990277685,285,普通股票型基金,2019H1
975,0.09549711326217096,303,被动指数型基金,2019H1
976,0.09643667608328949,1294,灵活配置型基金,2019H1
977,0.05062722535282897,1294,灵活配置型基金,2019H1
978,0.07666101332995402,285,普通股票型基金,2019H1
979,0.02871740392303057,285,普通股票型基金,2019H1
985,0.03989385028631144,285,普通股票型基金,2019H1
986,0.032857546917669476,1294,灵活配置型基金,2019H1
991,0.061530411487910844,285,普通股票型基金,2019H1
993,0.061153274640088955,1294,灵活配置型基金,2019H1
994,0.0928372052603241,1294,灵活配置型基金,2019H1
996,0.08942222508618179,285,普通股票型基金,2019H1
1000,0.048449047417288484,586,偏股混合型基金,2019H1
1004,0.03980132390981048,1294,灵活配置型基金,2019H1
1007,0.05526942904178341,1294,灵活配置型基金,2019H1
1008,0.055189216878926826,285,普通股票型基金,2019H1
1009,0.03635369023694161,285,普通股票型基金,2019H1
1015,0.10389063758882636,87,增强指数型基金,2019H1
1018,0.08670749977609596,1294,灵活配置型基金,2019H1
1027,0.052384907849422006,87,增强指数型基金,2019H1
1028,0.06663525126600764,285,普通股票型基金,2019H1
1030,0.07643800542021952,1294,灵活配置型基金,2019H1
1036,0.08675221080417952,285,普通股票型基金,2019H1
1037,0.07297009246186688,1294,灵活配置型基金,2019H1
1039,0.06976324967731586,285,普通股票型基金,2019H1
1040,0.05890421834202446,285,普通股票型基金,2019H1
1042,0.08692706415037571,285,普通股票型基金,2019H1
1043,0.06902273175237172,285,普通股票型基金,2019H1
1044,0.055507562521808294,285,普通股票型基金,2019H1
1047,0.06937707599350491,285,普通股票型基金,2019H1
1048,0.030978295744167956,285,普通股票型基金,2019H1
1050,0.062150489004622896,285,普通股票型基金,2019H1
1051,0.09210226064925954,303,被动指数型基金,2019H1
1052,0.09855625301402783,303,被动指数型基金,2019H1
1053,0.0660814867511289,1294,灵活配置型基金,2019H1
1054,0.07078017035352159,285,普通股票型基金,2019H1
1056,0.07276910120172211,1294,灵活配置型基金,2019H1
1060,0.05204425665436213,1294,灵活配置型基金,2019H1
1064,0.13728262785293477,303,被动指数型基金,2019H1
1067,0.08919840679886146,1294,灵活配置型基金,2019H1
1068,0.04435139876492375,1294,灵活配置型基金,2019H1
1070,0.07950225379379265,285,普通股票型基金,2019H1
1071,0.05677251551815605,1294,灵活配置型基金,2019H1
1072,0.0561807526585956,285,普通股票型基金,2019H1
1075,0.04167739299621315,1294,灵活配置型基金,2019H1
1076,0.07040596539520182,586,偏股混合型基金,2019H1
1088,0.07238925228438911,586,偏股混合型基金,2019H1
1102,0.03176965802877621,1294,灵活配置型基金,2019H1
1103,0.04964042604704925,1294,灵活配置型基金,2019H1
1104,0.06065959675449938,285,普通股票型基金,2019H1
1105,0.051276289298313446,285,普通股票型基金,2019H1
1106,0.08003809306281777,1294,灵活配置型基金,2019H1
1110,0.09790053211118002,1294,灵活配置型基金,2019H1
1112,0.04098046196053008,1294,灵活配置型基金,2019H1
1113,0.014810409624722706,303,被动指数型基金,2019H1
1115,0.10688075783905705,157,偏债混合型基金,2019H1
1117,0.04945246752222328,1294,灵活配置型基金,2019H1
1118,0.08858150307807444,586,偏股混合型基金,2019H1
1120,0.0607949313598791,1294,灵活配置型基金,2019H1
1122,0.06243568164441468,1294,灵活配置型基金,2019H1
1125,0.06447631798994434,1294,灵活配置型基金,2019H1
1126,0.04167367407486345,285,普通股票型基金,2019H1
1127,0.08898287715618472,1294,灵活配置型基金,2019H1
1128,0.04340368839016056,1294,灵活配置型基金,2019H1
1133,0.10032821802281011,303,被动指数型基金,2019H1
1135,0.07893090888802419,1294,灵活配置型基金,2019H1
1136,0.07479916283878071,1294,灵活配置型基金,2019H1
1139,0.07040226094643696,1294,灵活配置型基金,2019H1
1140,0.06540127062169294,1294,灵活配置型基金,2019H1
1143,0.06993043716994025,1294,灵活配置型基金,2019H1
1144,0.02935837244752062,1294,灵活配置型基金,2019H1
1146,0.09804451504273845,1294,灵活配置型基金,2019H1
1148,0.07960032212263303,1294,灵活配置型基金,2019H1
1150,0.061076905314955916,1294,灵活配置型基金,2019H1
1152,0.03955786051470645,1294,灵活配置型基金,2019H1
1154,0.06608394291424627,1294,灵活配置型基金,2019H1
1156,0.033089655324377805,1294,灵活配置型基金,2019H1
1157,0.05284908103821018,1294,灵活配置型基金,2019H1
1158,0.029518533861693435,285,普通股票型基金,2019H1
1162,0.06457649375630636,285,普通股票型基金,2019H1
1163,0.05310385874023232,285,普通股票型基金,2019H1
1164,0.07019317957502101,1294,灵活配置型基金,2019H1
1166,0.09144421939149887,285,普通股票型基金,2019H1
1167,0.035806161929519284,285,普通股票型基金,2019H1
1171,0.07090356039340816,285,普通股票型基金,2019H1
1172,0.03655486639356315,1294,灵活配置型基金,2019H1
1173,0.07301106494513136,1294,灵活配置型基金,2019H1
1178,0.04883347923352722,285,普通股票型基金,2019H1
1179,0.055681994731841676,1294,灵活配置型基金,2019H1
1180,0.08910532509938814,303,被动指数型基金,2019H1
1181,0.0644666452465373,1294,灵活配置型基金,2019H1
1182,0.1641217106182104,157,偏债混合型基金,2019H1
1183,0.05425609335449226,1294,灵活配置型基金,2019H1
1184,0.06851640593131332,1294,灵活配置型基金,2019H1
1185,0.07182857460959327,1294,灵活配置型基金,2019H1
1186,0.010742805634148825,285,普通股票型基金,2019H1
1188,0.05414026976448659,285,普通股票型基金,2019H1
1189,0.10522610170968394,157,偏债混合型基金,2019H1
1190,0.06119557300736725,1294,灵活配置型基金,2019H1
1192,0.0848354120683745,1294,灵活配置型基金,2019H1
1193,0.06065242122511554,285,普通股票型基金,2019H1
1194,0.11317298266013945,1294,灵活配置型基金,2019H1
1195,0.040184707438834615,285,普通股票型基金,2019H1
1196,0.05969964106292985,1294,灵活配置型基金,2019H1
1198,0.05503736107511739,1294,灵活配置型基金,2019H1
1201,0.07960032212263303,1294,灵活配置型基金,2019H1
1202,0.07916671430787076,1294,灵活配置型基金,2019H1
1203,0.15969369925890753,157,偏债混合型基金,2019H1
1208,0.045330410074287356,285,普通股票型基金,2019H1
1209,0.025161024858360668,1294,灵活配置型基金,2019H1
1210,0.06108241219227731,1294,灵活配置型基金,2019H1
1215,0.02489111724770602,1294,灵活配置型基金,2019H1
1216,0.11036688112617801,1294,灵活配置型基金,2019H1
1218,0.0628268007113284,1294,灵活配置型基金,2019H1
1219,0.04494005201727729,1294,灵活配置型基金,2019H1
1220,0.06473405190280719,1294,灵活配置型基金,2019H1
1222,0.03373088415991816,1294,灵活配置型基金,2019H1
1223,0.015987336058925234,285,普通股票型基金,2019H1
1224,0.051711704981827436,1294,灵活配置型基金,2019H1
1225,0.05304714041531558,1294,灵活配置型基金,2019H1
1226,0.051516685909965824,1294,灵活配置型基金,2019H1
1227,0.04490776167675262,1294,灵活配置型基金,2019H1
1228,0.055976363111714104,1294,灵活配置型基金,2019H1
1229,0.054605120460495024,1294,灵活配置型基金,2019H1
1230,0.05336373260391774,285,普通股票型基金,2019H1
1231,0.033135472769597774,1294,灵活配置型基金,2019H1
1236,0.05762083484431756,285,普通股票型基金,2019H1
1237,0.09481970464085338,303,被动指数型基金,2019H1
1239,0.04316797281401854,1294,灵活配置型基金,2019H1
1241,0.13506476617827023,303,被动指数型基金,2019H1
1242,0.08930954694895456,303,被动指数型基金,2019H1
1245,0.06558859594341918,285,普通股票型基金,2019H1
1249,0.10395362446213445,1294,灵活配置型基金,2019H1
1250,0.07449204179870718,1294,灵活配置型基金,2019H1
1252,0.045124102606263476,1294,灵活配置型基金,2019H1
1255,0.06645688459826297,1294,灵活配置型基金,2019H1
1256,0.07400821188048362,586,偏股混合型基金,2019H1
1261,0.04798008627161974,1294,灵活配置型基金,2019H1
1265,0.07781109108528948,1294,灵活配置型基金,2019H1
1266,0.06156174958691823,1294,灵活配置型基金,2019H1
1268,0.05534164480078895,586,偏股混合型基金,2019H1
1272,0.051618608668406195,1294,灵活配置型基金,2019H1
1275,0.052838687100017635,1294,灵活配置型基金,2019H1
1276,0.09143625731418736,1294,灵活配置型基金,2019H1
1277,0.05676193550931644,285,普通股票型基金,2019H1
1278,0.050097350978912436,1294,灵活配置型基金,2019H1
1279,0.07261810814522755,1294,灵活配置型基金,2019H1
1280,0.06212794870309818,1294,灵活配置型基金,2019H1
1281,0.06309370048973169,1294,灵活配置型基金,2019H1
1282,0.07008331065991719,1294,灵活配置型基金,2019H1
1283,0.055286699021810846,1294,灵活配置型基金,2019H1
1285,0.10496662069458246,1294,灵活配置型基金,2019H1
1287,0.05510045435747694,1294,灵活配置型基金,2019H1
1289,0.06544696098760125,1294,灵活配置型基金,2019H1
1291,0.07057593193828338,285,普通股票型基金,2019H1
1294,0.01682237169821022,1294,灵活配置型基金,2019H1
1297,0.042128319743330804,1294,灵活配置型基金,2019H1
1298,0.07211941380226128,1294,灵活配置型基金,2019H1
1300,0.0672199295707215,1294,灵活配置型基金,2019H1
1302,0.02497562764254453,1294,灵活配置型基金,2019H1
1303,0.05945208004124852,1294,灵活配置型基金,2019H1
1304,0.09311976293037127,1294,灵活配置型基金,2019H1
1305,0.03995183041638444,1294,灵活配置型基金,2019H1
1306,0.018425907505498898,586,偏股混合型基金,2019H1
1309,0.15933459000602646,157,偏债混合型基金,2019H1
1311,0.0815880618867294,1294,灵活配置型基金,2019H1
1312,0.06923343676706113,1294,灵活配置型基金,2019H1
1313,0.07408320067844579,285,普通股票型基金,2019H1
1314,0.10643422130487748,1294,灵活配置型基金,2019H1
1316,0.05403494558962298,1294,灵活配置型基金,2019H1
1318,0.0567489851780208,1294,灵活配置型基金,2019H1
1319,0.08554904926180215,285,普通股票型基金,2019H1
1320,0.06409455633610595,1294,灵活配置型基金,2019H1
1322,0.05791684197072278,1294,灵活配置型基金,2019H1
1323,0.05949228599502368,1294,灵活配置型基金,2019H1
1324,0.06519276148331393,1294,灵活配置型基金,2019H1
1325,0.08487420385902084,1294,灵活配置型基金,2019H1
1327,0.0846579709098209,1294,灵活配置型基金,2019H1
1329,0.0712137947986629,1294,灵活配置型基金,2019H1
1331,0.08487420385902084,1294,灵活配置型基金,2019H1
1334,0.05425609335449226,1294,灵活配置型基金,2019H1
1335,0.09038450368624278,1294,灵活配置型基金,2019H1
1336,0.07052859698150193,1294,灵活配置型基金,2019H1
1339,0.06396927599006341,1294,灵活配置型基金,2019H1
1342,0.10105442462655981,1294,灵活配置型基金,2019H1
1344,0.10841615185012464,303,被动指数型基金,2019H1
1345,0.06006228909767487,1294,灵活配置型基金,2019H1
1349,0.025314924971092407,586,偏股混合型基金,2019H1
1351,0.07853527750348904,87,增强指数型基金,2019H1
1352,0.07099130340530482,1294,灵活配置型基金,2019H1
1355,0.09491208656008832,157,偏债混合型基金,2019H1
1357,0.038347611024308545,1294,灵活配置型基金,2019H1
1358,0.08145846912317022,157,偏债混合型基金,2019H1
1359,0.07606057139744919,1294,灵活配置型基金,2019H1
1361,0.08946801975089745,303,被动指数型基金,2019H1
1362,0.1127754691486222,1294,灵活配置型基金,2019H1
1363,0.0896787738430758,1294,灵活配置型基金,2019H1
1364,0.055494260102297036,1294,灵活配置型基金,2019H1
1365,0.07382700879309773,1294,灵活配置型基金,2019H1
1366,0.05963164304002181,1294,灵活配置型基金,2019H1
1370,0.08916677237982056,1294,灵活配置型基金,2019H1
1373,0.05048231895450913,1294,灵活配置型基金,2019H1
1382,0.06374203673652894,586,偏股混合型基金,2019H1
1384,0.06997991491487343,1294,灵活配置型基金,2019H1
1387,0.04116140038114745,1294,灵活配置型基金,2019H1
1392,0.05589670500992627,1294,灵活配置型基金,2019H1
1396,0.08806771027300045,285,普通股票型基金,2019H1
1397,0.11756852946923935,87,增强指数型基金,2019H1
1399,0.08982454211452189,1294,灵活配置型基金,2019H1
1402,0.08626036457587864,1294,灵活配置型基金,2019H1
1403,0.057086880135953026,586,偏股混合型基金,2019H1
1404,0.06419990821618973,285,普通股票型基金,2019H1
1405,0.07632347225444387,1294,灵活配置型基金,2019H1
1409,0.044471657716489366,285,普通股票型基金,2019H1
1410,0.05054092812106793,285,普通股票型基金,2019H1
1411,0.03760019554278861,1294,灵活配置型基金,2019H1
1412,0.054605120460495024,1294,灵活配置型基金,2019H1
1413,0.08426888618527201,1294,灵活配置型基金,2019H1
1415,0.08841921842420956,1294,灵活配置型基金,2019H1
1416,0.05769664097511972,285,普通股票型基金,2019H1
1417,0.037270455639086,1294,灵活配置型基金,2019H1
1420,0.09622171965255567,303,被动指数型基金,2019H1
1421,0.012509395434901994,285,普通股票型基金,2019H1
1422,0.1121615171876924,1294,灵活配置型基金,2019H1
1424,0.05928844267199599,1294,灵活配置型基金,2019H1
1427,0.09756239370868999,1294,灵活配置型基金,2019H1
1430,0.06000461781401416,1294,灵活配置型基金,2019H1
1433,0.10105442462655981,1294,灵活配置型基金,2019H1
1437,0.07619482833784864,1294,灵活配置型基金,2019H1
1441,0.10894635946391264,1294,灵活配置型基金,2019H1
1443,0.10645434528555417,1294,灵活配置型基金,2019H1
1445,0.05757431388885524,1294,灵活配置型基金,2019H1
1447,0.07404249230791253,1294,灵活配置型基金,2019H1
1448,0.12107150732379426,157,偏债混合型基金,2019H1
1449,0.07642408635037612,1294,灵活配置型基金,2019H1
1453,0.07090371320701748,1294,灵活配置型基金,2019H1
1455,0.08476640722674401,303,被动指数型基金,2019H1
1457,0.05088361839474037,1294,灵活配置型基金,2019H1
1463,0.055337657557590576,586,偏股混合型基金,2019H1
1464,0.09707965256867226,1294,灵活配置型基金,2019H1
1466,0.07782184787465607,1294,灵活配置型基金,2019H1
1468,0.06977265306361234,1294,灵活配置型基金,2019H1
1469,0.10674913212804506,303,被动指数型基金,2019H1
1470,0.09007444455348804,1294,灵活配置型基金,2019H1
1471,0.035519806560608574,1294,灵活配置型基金,2019H1
1473,0.08096392521749066,285,普通股票型基金,2019H1
1474,0.022790396049821277,1294,灵活配置型基金,2019H1
1475,0.09113498536056165,586,偏股混合型基金,2019H1
1476,0.07452897824379692,285,普通股票型基金,2019H1
1479,0.0525064352301339,1294,灵活配置型基金,2019H1
1480,0.06098087131817388,1294,灵活配置型基金,2019H1
1482,0.06840125913200731,285,普通股票型基金,2019H1
1484,0.056244687778120195,1294,灵活配置型基金,2019H1
1485,0.08618667374133679,157,偏债混合型基金,2019H1
1487,0.0327721918487584,1294,灵活配置型基金,2019H1
1488,0.04043999200025022,1294,灵活配置型基金,2019H1
1490,0.07204637098894041,285,普通股票型基金,2019H1
1496,0.05681526023616781,285,普通股票型基金,2019H1
1498,0.03212826824811009,1294,灵活配置型基金,2019H1
1499,0.08307996252101843,1294,灵活配置型基金,2019H1
1500,0.049575370635118986,1294,灵活配置型基金,2019H1
1506,0.11238576162774169,1294,灵活配置型基金,2019H1
1508,0.03310328434420985,1294,灵活配置型基金,2019H1
1511,0.028015290239161494,1294,灵活配置型基金,2019H1
1513,0.086215719091547,586,偏股混合型基金,2019H1
1518,0.05339683145886068,1294,灵活配置型基金,2019H1
1520,0.08044704943731945,285,普通股票型基金,2019H1
1521,0.07246394783530069,285,普通股票型基金,2019H1
1522,0.050193226557146496,1294,灵活配置型基金,2019H1
1528,0.05887479901961211,285,普通股票型基金,2019H1
1530,0.08753949805395674,1294,灵活配置型基金,2019H1
1531,0.043894895988569,1294,灵活配置型基金,2019H1
1532,0.05329620116408276,1294,灵活配置型基金,2019H1
1534,0.06310339755109842,1294,灵活配置型基金,2019H1
1535,0.038638532012459884,1294,灵活配置型基金,2019H1
1536,0.05013581817081536,1294,灵活配置型基金,2019H1
1537,0.05727481446863174,1294,灵活配置型基金,2019H1
1538,0.04502611599501899,1294,灵活配置型基金,2019H1
1539,0.12820365672036632,303,被动指数型基金,2019H1
1540,0.06438132499361196,1294,灵活配置型基金,2019H1
1541,0.08287185855994095,285,普通股票型基金,2019H1
1542,0.0553712186615979,285,普通股票型基金,2019H1
1543,0.03588687511210626,1294,灵活配置型基金,2019H1
1547,0.05567741853549811,157,偏债混合型基金,2019H1
1548,0.13500331450413552,303,被动指数型基金,2019H1
1550,0.1351068381115597,303,被动指数型基金,2019H1
1552,0.13733072563846016,303,被动指数型基金,2019H1
1556,0.08441991660872405,87,增强指数型基金,2019H1
1558,0.05151041068848688,586,偏股混合型基金,2019H1
1562,0.109124977359695,1294,灵活配置型基金,2019H1
1563,0.08645674405760113,1294,灵活配置型基金,2019H1
1564,0.044815286051434595,1294,灵活配置型基金,2019H1
1566,0.09038450368624278,1294,灵活配置型基金,2019H1
1569,0.0710700270854774,1294,灵活配置型基金,2019H1
1570,0.09038450368624278,1294,灵活配置型基金,2019H1
1571,0.13053420791105855,157,偏债混合型基金,2019H1
1574,0.06218596065015322,1294,灵活配置型基金,2019H1
1576,0.06129137282055521,285,普通股票型基金,2019H1
1577,0.0391668135326829,285,普通股票型基金,2019H1
1579,0.015541999715277187,285,普通股票型基金,2019H1
1581,0.05586896048660114,1294,灵活配置型基金,2019H1
1583,0.0566613819905589,285,普通股票型基金,2019H1
1584,0.09410198587497134,157,偏债混合型基金,2019H1
1588,0.13508826321476555,303,被动指数型基金,2019H1
1592,0.13733072563846016,303,被动指数型基金,2019H1
1594,0.13610554378319883,303,被动指数型基金,2019H1
1596,0.06444664495037015,1294,灵活配置型基金,2019H1
1601,0.05041683345786226,1294,灵活配置型基金,2019H1
1603,0.16707522400720098,157,偏债混合型基金,2019H1
1604,0.06508118149405556,1294,灵活配置型基金,2019H1
1605,0.041144077545654786,285,普通股票型基金,2019H1
1606,0.048743266022972465,1294,灵活配置型基金,2019H1
1607,0.07035682569301094,1294,灵活配置型基金,2019H1
1609,0.049798715298266974,1294,灵活配置型基金,2019H1
1613,0.06316907478625439,1294,灵活配置型基金,2019H1
1614,0.053899257498724165,1294,灵活配置型基金,2019H1
1616,0.06872365772673089,285,普通股票型基金,2019H1
1617,0.13498338159149134,303,被动指数型基金,2019H1
1623,0.03913640365347483,1294,灵活配置型基金,2019H1
1626,0.060389406625549015,285,普通股票型基金,2019H1
1628,0.05466619754667602,285,普通股票型基金,2019H1
1629,0.13625617556138692,303,被动指数型基金,2019H1
1631,0.13733072563846016,303,被动指数型基金,2019H1
1633,0.08194586219764641,1294,灵活配置型基金,2019H1
1635,0.06741151641701651,1294,灵活配置型基金,2019H1
1637,0.07768634888751982,285,普通股票型基金,2019H1
1643,0.026449831179751592,285,普通股票型基金,2019H1
1645,0.04386640709963737,285,普通股票型基金,2019H1
1648,0.06846019101246015,1294,灵活配置型基金,2019H1
1650,0.09676945222219789,1294,灵活配置型基金,2019H1
1651,0.05681526023616781,285,普通股票型基金,2019H1
1656,0.06845050727232596,1294,灵活配置型基金,2019H1
1657,0.06447162878878808,1294,灵活配置型基金,2019H1
1659,0.0591362562422398,1294,灵活配置型基金,2019H1
1660,0.059542016017379684,1294,灵活配置型基金,2019H1
1662,0.036912509902895685,1294,灵活配置型基金,2019H1
1664,0.04287695976806738,1294,灵活配置型基金,2019H1
1667,0.07745486262511354,1294,灵活配置型基金,2019H1
1672,0.07023576380533833,285,普通股票型基金,2019H1
1675,0.044964112654213864,1294,灵活配置型基金,2019H1
1677,0.07491645507939286,285,普通股票型基金,2019H1
1678,0.04771299182290304,285,普通股票型基金,2019H1
1679,0.027128573006069648,1294,灵活配置型基金,2019H1
1681,0.039854386135717304,1294,灵活配置型基金,2019H1
1682,0.07007032812398838,1294,灵活配置型基金,2019H1
1685,0.03780533190277449,285,普通股票型基金,2019H1
1688,0.06645093659078716,1294,灵活配置型基金,2019H1
1692,0.05036939665299362,285,普通股票型基金,2019H1
1694,0.04460067192921205,1294,灵活配置型基金,2019H1
1695,0.08338596659665347,1294,灵活配置型基金,2019H1
1701,0.05667748923621811,1294,灵活配置型基金,2019H1
1702,0.02743308066895246,1294,灵活配置型基金,2019H1
1703,0.07039397546159623,285,普通股票型基金,2019H1
1704,0.07202232601189437,1294,灵活配置型基金,2019H1
1705,0.05844913744857824,285,普通股票型基金,2019H1
1706,0.03696630829424752,1294,灵活配置型基金,2019H1
1707,0.03126299214348184,285,普通股票型基金,2019H1
1708,0.07655048751063717,1294,灵活配置型基金,2019H1
1709,0.09790208387488014,1294,灵活配置型基金,2019H1
1710,0.054148700245927,1294,灵活配置型基金,2019H1
1712,0.06920789337385559,1294,灵活配置型基金,2019H1
1714,0.03074213257508773,285,普通股票型基金,2019H1
1715,0.08446668197726179,1294,灵活配置型基金,2019H1
1716,0.06165597857659555,1294,灵活配置型基金,2019H1
1717,0.07397590312379686,285,普通股票型基金,2019H1
1718,0.05685129341814384,285,普通股票型基金,2019H1
1719,0.08014405918197309,285,普通股票型基金,2019H1
1720,0.11039177012321338,157,偏债混合型基金,2019H1
1721,0.1027576580249176,157,偏债混合型基金,2019H1
1722,0.15430421209567857,157,偏债混合型基金,2019H1
1723,0.041999179731572474,586,偏股混合型基金,2019H1
1725,0.07362557837429143,285,普通股票型基金,2019H1
1726,0.07584740201730211,285,普通股票型基金,2019H1
1728,0.07566445924908817,1294,灵活配置型基金,2019H1
1730,0.08392253867224563,1294,灵活配置型基金,2019H1
1731,0.06945003828129974,1294,灵活配置型基金,2019H1
1734,0.06945003828129974,1294,灵活配置型基金,2019H1
1736,0.039722566626018294,285,普通股票型基金,2019H1
1739,0.06395978771989126,1294,灵活配置型基金,2019H1
1740,0.05160492788948089,1294,灵活配置型基金,2019H1
1741,0.06945003828129974,1294,灵活配置型基金,2019H1
1743,0.03148597523101752,1294,灵活配置型基金,2019H1
1744,0.043217976377215576,1294,灵活配置型基金,2019H1
1745,0.07361282859108416,1294,灵活配置型基金,2019H1
1747,0.07409092376645221,1294,灵活配置型基金,2019H1
1749,0.048985959538830434,285,普通股票型基金,2019H1
1753,0.057167395529404835,1294,灵活配置型基金,2019H1
1755,0.07990636783860723,1294,灵活配置型基金,2019H1
1756,0.07715805322124361,1294,灵活配置型基金,2019H1
1758,0.06663173798487339,1294,灵活配置型基金,2019H1
1759,0.06585655597051518,1294,灵活配置型基金,2019H1
1760,0.07030965880355167,1294,灵活配置型基金,2019H1
1761,0.07278728195490568,1294,灵活配置型基金,2019H1
1763,0.040478462976899374,1294,灵活配置型基金,2019H1
1764,0.04955738751634362,285,普通股票型基金,2019H1
1765,0.07043753115016203,1294,灵活配置型基金,2019H1
1766,0.03912178828001115,285,普通股票型基金,2019H1
1780,0.046116853319297366,1294,灵活配置型基金,2019H1
1781,0.07321499899589337,285,普通股票型基金,2019H1
1782,0.05806778562690632,1294,灵活配置型基金,2019H1
1790,0.04039864678756868,285,普通股票型基金,2019H1
1796,0.07217250160335029,1294,灵活配置型基金,2019H1
1797,0.04435139876492375,1294,灵活配置型基金,2019H1
1798,0.11038732171217709,1294,灵活配置型基金,2019H1
1800,0.06907023455990097,1294,灵活配置型基金,2019H1
1801,0.07077509561701856,1294,灵活配置型基金,2019H1
1802,0.08972767045990585,1294,灵活配置型基金,2019H1
1806,0.10353166574790028,1294,灵活配置型基金,2019H1
1808,0.0625998579743235,1294,灵活配置型基金,2019H1
